tweet_id_customer,customer_text_clean,brand_text_clean,predicted_intent
2000164,Why is my phone liking stuff on its own? My phone is typing stuff on its own,This isn't the experience we want you to have. DM us more information about your iPhone and what's happening:,keyboard_input_bug
2289257,"This letter EYE glitch damn near enough to make me consider android, get your shit together!","iOS 11.1.1 was released today to assist with the auto correct issue. If you haven’t yet, please back up your device and update. DM us for any questions. For more info, check out:",keyboard_input_bug
1578497,I’m getting FED UP with the “eye” letter changing to weird stuff!! FIX IT PLEASE,Hi there. We've got your back. Check out this link to get this squared away: Questions? Let us know.,keyboard_input_bug
1999579,Why is this happening ?? I️ can’t type !! Help,We want your keyboard working for you; we'll do all we can to help. Let us know what iOS version is installed via DM:,keyboard_input_bug
1007153,"hi, since upgrading my iMac to High Sierra my Apple Wireless Keyboard keys F7/F8/F9 have stopped working. How can I fix?",We'd like to help! What happens when you press those keys? Do you get an error message?,keyboard_input_bug
1998500,"Random characters appearing when I️ try to type, further proving that iOS 11 is a fucking embarassment to technology. Wtf happened ??",Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this.,keyboard_input_bug
806386,My phone has just decided that is should be I.S and I.S autocorrecting every I.S to I.S. SEND HELP! PLEASE! How do I fix?,"We can help! When did this start happening? And, does it occur in all apps or just some?",keyboard_input_bug
1820632,"my email accounts on my news iphone 8 plus is not working, says account error - won’t download any emails. Please help.",Let's dive into this email issue and see what options are available. Send us a DM with your email type to get started.,sync_icloud_issue
2729001,"Hello dear, I’m not able to see my mail contacts?! Kindly advice. iphone","Hello there. We can definitely look into this further with you. First, let's check your Contacts default account. Would you go to Settings &gt; Contacts and make sure that you have iCloud selected as your Default Account?",sync_icloud_issue
1297968,Why don’t my live FaceTime photos come out in my photos 😭,We'd like to ensure we're on the same page to help. Are you unable to take a photo or are the photos not saving?,sync_icloud_issue
98820,"My iPhone X does not have all of my most recent photos stored on iCloud. It does have both ""iCloud Photo Library"" and ""Upload to my Photo Stream"" enabled. Help! I want to see my latest photos...","Hello there. Let's find your photos so you can enjoy them at a glance. In Settings &gt; Photos is Optimize iPhone Storage checked? And is Photos on in iCloud Settings? If yes, our Photo Specialists can help you here:",sync_icloud_issue
1868499,"Just updated my IPhone to ios 11.0.3 and my photos are all mixed up, not on a chronological order anymore. What should I do?","For help with the Photos app, please reach out to our team specializing in such here:",sync_icloud_issue
866278,"5,000 of my photos have disappeared off of my iPhone. Can you help?","We know how important your photos are. When did this happen? Is anything different, such as an upgrade to iOS or a new app?",sync_icloud_issue
2855293,Everything in my camera roll has just duplicated? I don't want to delete them in case they delete the originals...,"Definitely curious, but we are here to help out. Which device did this occur on? Did you make any recent changes to it? Let's discuss in DM",sync_icloud_issue
2565717,Is there no way to upload my entire music collection from iTunes to my 256GB iPhone if I use Apple Music and iCloud Music Library?,"Sure thing! With Apple Music, you can access your music collection on all devices. Our website here has information on how to do this:",sync_icloud_issue
1028557,"Overnight 11.0.3 wiped my photos from over 3,000 to &lt;200 then backed up to iCloud, wiping out 10 months of baby photos.",We want to help. Meet us in DM and we'll take a look at this together.,sync_icloud_issue
1769985,So how come random chunks of my photo library have just disappeared ?!?! This includes the first day’s worth of holiday pics!,We'd be happy to assist. Are you able to go to a computer to browse to Thanks.,sync_icloud_issue
2320420,This sucks I hate that my photos have a circle with an exclamation mark,Let's get you in touch with our Photos Advisors for further assistance at:,sync_icloud_issue
